"Spcode","Species","Site","Plot","Block","Trt","Year","avg.cover"
234,"Sorghastrum_nutans","HYS",20,7,"con",2020,12
234,"Sorghastrum_nutans","HYS",23,8,"chr",2014,0.25
234,"Sorghastrum_nutans","KNZ",3,1,"con",2017,12.25
234,"Sorghastrum_nutans","KNZ",20,7,"chr",2019,15.25
234,"Sorghastrum_nutans","KNZ",5,2,"int",2021,15.5
234,"Sorghastrum_nutans","KNZ",3,1,"con",2016,23
234,"Sorghastrum_nutans","KNZ",9,3,"con",2021,18.25
234,"Sorghastrum_nutans","KNZ",17,6,"chr",2016,26.5
234,"Sorghastrum_nutans","KNZ",12,4,"con",2018,24
234,"Sorghastrum_nutans","KNZ",21,7,"int",2016,46.75
234,"Sorghastrum_nutans","KNZ",21,7,"int",2020,32.5
234,"Sorghastrum_nutans","KNZ",30,10,"con",2015,38.75
234,"Sorghastrum_nutans","KNZ",5,2,"int",2020,21.25
234,"Sorghastrum_nutans","KNZ",13,5,"chr",2016,60.75
234,"Sorghastrum_nutans","KNZ",6,2,"chr",2019,4.75
234,"Sorghastrum_nutans","KNZ",17,6,"chr",2017,23.75
234,"Sorghastrum_nutans","KNZ",4,2,"con",2013,11.25
234,"Sorghastrum_nutans","KNZ",16,6,"con",2017,72.5
234,"Sorghastrum_nutans","KNZ",14,5,"con",2020,26.5
234,"Sorghastrum_nutans","KNZ",8,3,"int",2014,43.5
234,"Sorghastrum_nutans","HYS",20,7,"con",2021,17.5
234,"Sorghastrum_nutans","HYS",20,7,"con",2013,0.25
234,"Sorghastrum_nutans","KNZ",28,10,"chr",2019,11.5
234,"Sorghastrum_nutans","KNZ",14,5,"con",2016,77
234,"Sorghastrum_nutans","KNZ",25,9,"int",2015,9.25
234,"Sorghastrum_nutans","KNZ",13,5,"chr",2021,28.75
234,"Sorghastrum_nutans","KNZ",27,9,"con",2017,67.5
234,"Sorghastrum_nutans","KNZ",3,1,"con",2018,7.75
234,"Sorghastrum_nutans","KNZ",17,6,"chr",2018,19.25
234,"Sorghastrum_nutans","KNZ",30,10,"con",2013,22
234,"Sorghastrum_nutans","KNZ",17,6,"chr",2013,26.25
234,"Sorghastrum_nutans","KNZ",5,2,"int",2016,24
234,"Sorghastrum_nutans","KNZ",16,6,"con",2013,42.75
234,"Sorghastrum_nutans","KNZ",26,9,"chr",2013,25
234,"Sorghastrum_nutans","KNZ",26,9,"chr",2014,23.75
234,"Sorghastrum_nutans","KNZ",4,2,"con",2018,10
234,"Sorghastrum_nutans","KNZ",11,4,"int",2018,2
234,"Sorghastrum_nutans","KNZ",13,5,"chr",2013,55
234,"Sorghastrum_nutans","KNZ",28,10,"chr",2016,29.5
234,"Sorghastrum_nutans","KNZ",18,6,"int",2014,33.75
234,"Sorghastrum_nutans","KNZ",2,1,"chr",2015,23.75
234,"Sorghastrum_nutans","KNZ",19,7,"con",2014,25.75
234,"Sorghastrum_nutans","KNZ",18,6,"int",2019,47.25
234,"Sorghastrum_nutans","KNZ",22,8,"int",2019,6
234,"Sorghastrum_nutans","KNZ",29,10,"int",2019,5
234,"Sorghastrum_nutans","KNZ",22,8,"int",2017,32
234,"Sorghastrum_nutans","KNZ",7,3,"chr",2021,12.25
234,"Sorghastrum_nutans","KNZ",21,7,"int",2014,70
234,"Sorghastrum_nutans","KNZ",8,3,"int",2013,33.75
234,"Sorghastrum_nutans","KNZ",23,8,"con",2019,9.5
234,"Sorghastrum_nutans","KNZ",28,10,"chr",2020,15
234,"Sorghastrum_nutans","KNZ",15,5,"int",2020,18
234,"Sorghastrum_nutans","KNZ",19,7,"con",2013,21.25
234,"Sorghastrum_nutans","KNZ",23,8,"con",2015,44.25
234,"Sorghastrum_nutans","KNZ",24,8,"chr",2018,10.25
234,"Sorghastrum_nutans","HYS",20,7,"con",2017,11.25
234,"Sorghastrum_nutans","KNZ",14,5,"con",2021,25
234,"Sorghastrum_nutans","KNZ",19,7,"con",2021,20.5
234,"Sorghastrum_nutans","KNZ",26,9,"chr",2020,35
234,"Sorghastrum_nutans","KNZ",30,10,"con",2018,23.75
234,"Sorghastrum_nutans","KNZ",16,6,"con",2014,51.25
234,"Sorghastrum_nutans","KNZ",22,8,"int",2020,13
234,"Sorghastrum_nutans","KNZ",14,5,"con",2014,38.25
234,"Sorghastrum_nutans","KNZ",29,10,"int",2020,12.25
234,"Sorghastrum_nutans","KNZ",21,7,"int",2021,42.5
234,"Sorghastrum_nutans","KNZ",30,10,"con",2017,41.25
234,"Sorghastrum_nutans","KNZ",6,2,"chr",2014,26.25
234,"Sorghastrum_nutans","KNZ",4,2,"con",2016,54.5
234,"Sorghastrum_nutans","KNZ",15,5,"int",2015,44.5
234,"Sorghastrum_nutans","KNZ",11,4,"int",2019,1.5
234,"Sorghastrum_nutans","KNZ",7,3,"chr",2019,9
234,"Sorghastrum_nutans","KNZ",30,10,"con",2019,15
234,"Sorghastrum_nutans","KNZ",10,4,"chr",2015,20
234,"Sorghastrum_nutans","KNZ",30,10,"con",2021,28.75
234,"Sorghastrum_nutans","KNZ",25,9,"int",2021,9.75
234,"Sorghastrum_nutans","KNZ",1,1,"int",2018,1.5
234,"Sorghastrum_nutans","KNZ",24,8,"chr",2021,30.5
234,"Sorghastrum_nutans","KNZ",9,3,"con",2020,31.5
234,"Sorghastrum_nutans","KNZ",7,3,"chr",2015,36.75
234,"Sorghastrum_nutans","KNZ",28,10,"chr",2018,7.75
234,"Sorghastrum_nutans","KNZ",2,1,"chr",2020,21.75
234,"Sorghastrum_nutans","KNZ",6,2,"chr",2017,35
234,"Sorghastrum_nutans","KNZ",2,1,"chr",2021,35
234,"Sorghastrum_nutans","KNZ",5,2,"int",2015,27
234,"Sorghastrum_nutans","KNZ",5,2,"int",2017,28.5
234,"Sorghastrum_nutans","KNZ",17,6,"chr",2015,23.5
234,"Sorghastrum_nutans","KNZ",1,1,"int",2020,19
234,"Sorghastrum_nutans","KNZ",16,6,"con",2016,89.25
234,"Sorghastrum_nutans","KNZ",18,6,"int",2013,27
234,"Sorghastrum_nutans","KNZ",30,10,"con",2020,23
234,"Sorghastrum_nutans","KNZ",2,1,"chr",2013,22.5
234,"Sorghastrum_nutans","KNZ",22,8,"int",2015,15
234,"Sorghastrum_nutans","KNZ",16,6,"con",2018,60
234,"Sorghastrum_nutans","KNZ",21,7,"int",2018,14.75
234,"Sorghastrum_nutans","KNZ",6,2,"chr",2016,55
234,"Sorghastrum_nutans","KNZ",17,6,"chr",2014,16
234,"Sorghastrum_nutans","KNZ",8,3,"int",2019,4.75
234,"Sorghastrum_nutans","KNZ",29,10,"int",2018,0.75
234,"Sorghastrum_nutans","KNZ",5,2,"int",2019,6.75
234,"Sorghastrum_nutans","KNZ",29,10,"int",2016,19
234,"Sorghastrum_nutans","KNZ",10,4,"chr",2017,26.25
234,"Sorghastrum_nutans","KNZ",25,9,"int",2017,10.75
234,"Sorghastrum_nutans","HYS",20,7,"con",2018,18.5
234,"Sorghastrum_nutans","KNZ",24,8,"chr",2017,24.25
234,"Sorghastrum_nutans","KNZ",11,4,"int",2020,6
234,"Sorghastrum_nutans","KNZ",19,7,"con",2018,42.5
234,"Sorghastrum_nutans","KNZ",7,3,"chr",2020,26.25
234,"Sorghastrum_nutans","KNZ",8,3,"int",2021,7.25
234,"Sorghastrum_nutans","KNZ",9,3,"con",2017,56.25
234,"Sorghastrum_nutans","KNZ",25,9,"int",2013,9.75
234,"Sorghastrum_nutans","KNZ",5,2,"int",2013,4.75
234,"Sorghastrum_nutans","KNZ",3,1,"con",2013,7.25
234,"Sorghastrum_nutans","KNZ",23,8,"con",2013,26.75
234,"Sorghastrum_nutans","KNZ",24,8,"chr",2014,49.75
234,"Sorghastrum_nutans","HYS",17,6,"con",2014,0.25
234,"Sorghastrum_nutans","KNZ",12,4,"con",2015,31
234,"Sorghastrum_nutans","KNZ",12,4,"con",2014,36.25
234,"Sorghastrum_nutans","KNZ",1,1,"int",2021,19.25
234,"Sorghastrum_nutans","KNZ",22,8,"int",2014,12
234,"Sorghastrum_nutans","KNZ",25,9,"int",2018,1.75
234,"Sorghastrum_nutans","KNZ",1,1,"int",2014,40.75
234,"Sorghastrum_nutans","KNZ",14,5,"con",2013,33.75
234,"Sorghastrum_nutans","KNZ",6,2,"chr",2021,22.5
234,"Sorghastrum_nutans","KNZ",24,8,"chr",2020,25.75
234,"Sorghastrum_nutans","KNZ",23,8,"con",2018,14.5
234,"Sorghastrum_nutans","KNZ",17,6,"chr",2019,10.75
234,"Sorghastrum_nutans","KNZ",24,8,"chr",2015,58.75
234,"Sorghastrum_nutans","KNZ",23,8,"con",2021,20
234,"Sorghastrum_nutans","KNZ",16,6,"con",2021,24.75
234,"Sorghastrum_nutans","KNZ",4,2,"con",2014,31.25
234,"Sorghastrum_nutans","HYS",22,8,"con",2014,0.75
234,"Sorghastrum_nutans","KNZ",20,7,"chr",2016,51
234,"Sorghastrum_nutans","KNZ",20,7,"chr",2014,38.25
234,"Sorghastrum_nutans","KNZ",16,6,"con",2019,13
234,"Sorghastrum_nutans","KNZ",21,7,"int",2015,62.75
234,"Sorghastrum_nutans","KNZ",4,2,"con",2017,23
234,"Sorghastrum_nutans","KNZ",12,4,"con",2019,24.25
234,"Sorghastrum_nutans","KNZ",20,7,"chr",2013,32.5
234,"Sorghastrum_nutans","KNZ",2,1,"chr",2019,19.75
234,"Sorghastrum_nutans","KNZ",6,2,"chr",2020,19.5
234,"Sorghastrum_nutans","KNZ",10,4,"chr",2016,52.5
234,"Sorghastrum_nutans","KNZ",15,5,"int",2019,6.5
234,"Sorghastrum_nutans","KNZ",20,7,"chr",2017,41.25
234,"Sorghastrum_nutans","KNZ",9,3,"con",2016,80
234,"Sorghastrum_nutans","KNZ",15,5,"int",2017,20.25
234,"Sorghastrum_nutans","KNZ",20,7,"chr",2015,35.75
234,"Sorghastrum_nutans","KNZ",9,3,"con",2018,46.25
234,"Sorghastrum_nutans","KNZ",2,1,"chr",2016,43.75
234,"Sorghastrum_nutans","KNZ",11,4,"int",2021,3.5
234,"Sorghastrum_nutans","KNZ",9,3,"con",2014,27
234,"Sorghastrum_nutans","KNZ",30,10,"con",2014,28.75
234,"Sorghastrum_nutans","KNZ",8,3,"int",2020,15.75
234,"Sorghastrum_nutans","KNZ",2,1,"chr",2017,35.5
234,"Sorghastrum_nutans","KNZ",14,5,"con",2017,45
234,"Sorghastrum_nutans","KNZ",21,7,"int",2017,65
234,"Sorghastrum_nutans","KNZ",15,5,"int",2016,42
234,"Sorghastrum_nutans","KNZ",25,9,"int",2014,16.5
234,"Sorghastrum_nutans","KNZ",17,6,"chr",2020,23.75
234,"Sorghastrum_nutans","KNZ",25,9,"int",2016,12.25
234,"Sorghastrum_nutans","KNZ",12,4,"con",2013,58
234,"Sorghastrum_nutans","KNZ",12,4,"con",2020,35.75
234,"Sorghastrum_nutans","KNZ",11,4,"int",2014,13.75
234,"Sorghastrum_nutans","KNZ",4,2,"con",2020,27.5
234,"Sorghastrum_nutans","KNZ",2,1,"chr",2018,5.75
234,"Sorghastrum_nutans","KNZ",12,4,"con",2021,31.75
234,"Sorghastrum_nutans","KNZ",5,2,"int",2018,9.75
235,"Sporobolus_asper","HYS",19,7,"int",2012,3
235,"Sporobolus_asper","KNZ",12,4,"con",2021,16.75
235,"Sporobolus_asper","KNZ",4,2,"con",2014,13.25
235,"Sporobolus_asper","KNZ",30,10,"con",2014,9
235,"Sporobolus_asper","HYS",22,8,"con",2013,1.25
235,"Sporobolus_asper","KNZ",3,1,"con",2016,5.5
235,"Sporobolus_asper","KNZ",13,5,"chr",2021,0.75
235,"Sporobolus_asper","HYS",16,6,"int",2020,5.5
235,"Sporobolus_asper","KNZ",13,5,"chr",2014,0.5
235,"Sporobolus_asper","HYS",25,9,"int",2014,17.25
235,"Sporobolus_asper","KNZ",22,8,"int",2021,11.5
235,"Sporobolus_asper","KNZ",7,3,"chr",2014,0.25
235,"Sporobolus_asper","HYS",4,2,"int",2012,4.75
235,"Sporobolus_asper","HYS",10,4,"con",2021,3.5
235,"Sporobolus_asper","KNZ",27,9,"con",2016,72.5
235,"Sporobolus_asper","KNZ",16,6,"con",2018,2.5
235,"Sporobolus_asper","HYS",11,4,"int",2014,3
235,"Sporobolus_asper","KNZ",24,8,"chr",2016,1.75
235,"Sporobolus_asper","HYS",9,3,"int",2013,15.75
235,"Sporobolus_asper","HYS",11,4,"int",2018,7.25
235,"Sporobolus_asper","HYS",21,7,"chr",2019,6
235,"Sporobolus_asper","KNZ",30,10,"con",2015,2
235,"Sporobolus_asper","KNZ",26,9,"chr",2018,1.5
235,"Sporobolus_asper","KNZ",19,7,"con",2017,7.5
235,"Sporobolus_asper","KNZ",17,6,"chr",2020,0.5
235,"Sporobolus_asper","HYS",23,8,"chr",2017,5.5
235,"Sporobolus_asper","KNZ",25,9,"int",2013,8.25
235,"Sporobolus_asper","HYS",26,9,"con",2020,63.75
235,"Sporobolus_asper","KNZ",14,5,"con",2021,7.5
235,"Sporobolus_asper","HYS",11,4,"int",2020,12.5
235,"Sporobolus_asper","HYS",11,4,"int",2017,2
235,"Sporobolus_asper","HYS",24,8,"int",2014,4.5
235,"Sporobolus_asper","HYS",13,5,"chr",2016,21.5
235,"Sporobolus_asper","KNZ",19,7,"con",2014,17.75
235,"Sporobolus_asper","HYS",23,8,"chr",2021,38
235,"Sporobolus_asper","HYS",20,7,"con",2019,3
235,"Sporobolus_asper","HYS",25,9,"int",2019,12.5
235,"Sporobolus_asper","KNZ",6,2,"chr",2018,1
235,"Sporobolus_asper","KNZ",3,1,"con",2020,1.5
235,"Sporobolus_asper","KNZ",7,3,"chr",2021,3.25
235,"Sporobolus_asper","HYS",25,9,"int",2012,13.75
235,"Sporobolus_asper","KNZ",20,7,"chr",2019,3.25
235,"Sporobolus_asper","HYS",16,6,"int",2018,7.25
235,"Sporobolus_asper","HYS",2,1,"int",2015,3
235,"Sporobolus_asper","HYS",27,9,"chr",2012,41.75
235,"Sporobolus_asper","HYS",17,6,"con",2012,11
235,"Sporobolus_asper","KNZ",1,1,"int",2017,4.25
235,"Sporobolus_asper","HYS",9,3,"int",2018,7.5
235,"Sporobolus_asper","HYS",4,2,"int",2020,2
235,"Sporobolus_asper","HYS",20,7,"con",2020,4.5
235,"Sporobolus_asper","HYS",4,2,"int",2019,0.75
235,"Sporobolus_asper","HYS",24,8,"int",2015,2
235,"Sporobolus_asper","HYS",20,7,"con",2014,8.75
235,"Sporobolus_asper","HYS",23,8,"chr",2020,32.25
235,"Sporobolus_asper","HYS",17,6,"con",2015,31
235,"Sporobolus_asper","KNZ",24,8,"chr",2014,5
235,"Sporobolus_asper","HYS",10,4,"con",2018,22.5
235,"Sporobolus_asper","HYS",14,5,"int",2014,0.25
235,"Sporobolus_asper","HYS",19,7,"int",2014,1.75
235,"Sporobolus_asper","KNZ",9,3,"con",2018,19
235,"Sporobolus_asper","HYS",22,8,"con",2018,5.5
235,"Sporobolus_asper","HYS",22,8,"con",2012,4.25
235,"Sporobolus_asper","HYS",5,2,"chr",2013,24.75
235,"Sporobolus_asper","HYS",22,8,"con",2014,7.5
235,"Sporobolus_asper","KNZ",9,3,"con",2017,10.5
235,"Sporobolus_asper","HYS",3,1,"con",2013,71.25
235,"Sporobolus_asper","KNZ",11,4,"int",2016,1.25
235,"Sporobolus_asper","KNZ",19,7,"con",2015,3.25
235,"Sporobolus_asper","KNZ",19,7,"con",2013,7
235,"Sporobolus_asper","KNZ",25,9,"int",2017,20
235,"Sporobolus_asper","KNZ",9,3,"con",2015,7.25
235,"Sporobolus_asper","HYS",23,8,"chr",2016,13.5
235,"Sporobolus_asper","HYS",27,9,"chr",2015,6
235,"Sporobolus_asper","HYS",9,3,"int",2017,3
235,"Sporobolus_asper","HYS",17,6,"con",2014,45
235,"Sporobolus_asper","HYS",13,5,"chr",2012,10.5
235,"Sporobolus_asper","KNZ",2,1,"chr",2018,2
235,"Sporobolus_asper","KNZ",12,4,"con",2017,22.5
235,"Sporobolus_asper","KNZ",26,9,"chr",2015,2.75
235,"Sporobolus_asper","HYS",26,9,"con",2016,78.75
235,"Sporobolus_asper","HYS",26,9,"con",2012,66.25
235,"Sporobolus_asper","KNZ",18,6,"int",2014,5.25
235,"Sporobolus_asper","KNZ",25,9,"int",2016,17
235,"Sporobolus_asper","HYS",2,1,"int",2017,4
235,"Sporobolus_asper","KNZ",13,5,"chr",2013,0.75
235,"Sporobolus_asper","KNZ",27,9,"con",2014,40.75
235,"Sporobolus_asper","HYS",17,6,"con",2018,15.25
235,"Sporobolus_asper","HYS",21,7,"chr",2021,11.25
235,"Sporobolus_asper","HYS",6,2,"con",2021,63.75
235,"Sporobolus_asper","KNZ",23,8,"con",2014,3
235,"Sporobolus_asper","HYS",8,3,"chr",2018,10
235,"Sporobolus_asper","HYS",2,1,"int",2020,6.25
235,"Sporobolus_asper","HYS",6,2,"con",2015,51.25
235,"Sporobolus_asper","HYS",3,1,"con",2020,75.5
235,"Sporobolus_asper","HYS",13,5,"chr",2019,12.25
235,"Sporobolus_asper","HYS",24,8,"int",2019,3
235,"Sporobolus_asper","HYS",17,6,"con",2013,25.75
235,"Sporobolus_asper","HYS",10,4,"con",2013,7.5
235,"Sporobolus_asper","HYS",8,3,"chr",2016,9
235,"Sporobolus_asper","HYS",25,9,"int",2013,25.5
235,"Sporobolus_asper","HYS",13,5,"chr",2017,9.5
235,"Sporobolus_asper","KNZ",28,10,"chr",2021,0.75
235,"Sporobolus_asper","HYS",26,9,"con",2015,28.25
235,"Sporobolus_asper","HYS",6,2,"con",2019,75.75
235,"Sporobolus_asper","KNZ",21,7,"int",2021,13
235,"Sporobolus_asper","KNZ",23,8,"con",2016,3.75
235,"Sporobolus_asper","KNZ",19,7,"con",2016,15
235,"Sporobolus_asper","HYS",22,8,"con",2016,31
235,"Sporobolus_asper","KNZ",22,8,"int",2018,8
235,"Sporobolus_asper","KNZ",12,4,"con",2013,10.5
235,"Sporobolus_asper","KNZ",4,2,"con",2017,7.25
235,"Sporobolus_asper","KNZ",14,5,"con",2016,6.75
235,"Sporobolus_asper","KNZ",11,4,"int",2021,3.25
235,"Sporobolus_asper","HYS",16,6,"int",2015,7.75
235,"Sporobolus_asper","HYS",18,6,"chr",2012,5
235,"Sporobolus_asper","KNZ",11,4,"int",2018,2.75
235,"Sporobolus_asper","HYS",17,6,"con",2021,11.75
235,"Sporobolus_asper","KNZ",6,2,"chr",2014,1.5
235,"Sporobolus_asper","KNZ",10,4,"chr",2014,2.25
235,"Sporobolus_asper","HYS",21,7,"chr",2012,5.75
235,"Sporobolus_asper","KNZ",5,2,"int",2013,0.75
235,"Sporobolus_asper","HYS",3,1,"con",2015,32.5
235,"Sporobolus_asper","KNZ",22,8,"int",2013,6.25
235,"Sporobolus_asper","KNZ",16,6,"con",2015,0.75
235,"Sporobolus_asper","KNZ",18,6,"int",2017,9.25
235,"Sporobolus_asper","HYS",11,4,"int",2016,2
235,"Sporobolus_asper","KNZ",1,1,"int",2020,5.25
235,"Sporobolus_asper","KNZ",5,2,"int",2018,5.25
235,"Sporobolus_asper","HYS",9,3,"int",2020,12.5
235,"Sporobolus_asper","KNZ",20,7,"chr",2018,8.25
235,"Sporobolus_asper","KNZ",13,5,"chr",2017,1.75
235,"Sporobolus_asper","KNZ",8,3,"int",2014,4.25
235,"Sporobolus_asper","KNZ",27,9,"con",2019,10.75
235,"Sporobolus_asper","KNZ",12,4,"con",2014,23.5
235,"Sporobolus_asper","HYS",21,7,"chr",2017,3.75
235,"Sporobolus_asper","KNZ",1,1,"int",2021,11.25
235,"Sporobolus_asper","HYS",28,10,"chr",2018,4
235,"Sporobolus_asper","HYS",2,1,"int",2014,5.25
235,"Sporobolus_asper","KNZ",18,6,"int",2015,4.25
235,"Sporobolus_asper","HYS",5,2,"chr",2016,12.25
235,"Sporobolus_asper","KNZ",30,10,"con",2019,1.5
235,"Sporobolus_asper","HYS",25,9,"int",2021,26.25
235,"Sporobolus_asper","HYS",16,6,"int",2019,3.75
235,"Sporobolus_asper","KNZ",6,2,"chr",2015,3.75
235,"Sporobolus_asper","HYS",10,4,"con",2017,16
235,"Sporobolus_asper","HYS",11,4,"int",2021,8.75
235,"Sporobolus_asper","HYS",3,1,"con",2012,66.25
235,"Sporobolus_asper","KNZ",19,7,"con",2018,9.75
235,"Sporobolus_asper","HYS",5,2,"chr",2012,17.75
235,"Sporobolus_asper","HYS",23,8,"chr",2012,20.25
235,"Sporobolus_asper","HYS",9,3,"int",2015,3.75
235,"Sporobolus_asper","HYS",26,9,"con",2013,41.25
235,"Sporobolus_asper","KNZ",12,4,"con",2020,5.25
235,"Sporobolus_asper","HYS",4,2,"int",2016,0.25
235,"Sporobolus_asper","HYS",28,10,"chr",2016,7.5
235,"Sporobolus_asper","HYS",4,2,"int",2015,1.5
235,"Sporobolus_asper","HYS",1,1,"chr",2013,15
235,"Sporobolus_asper","KNZ",22,8,"int",2017,6
235,"Sporobolus_asper","KNZ",13,5,"chr",2018,1
235,"Sporobolus_asper","HYS",28,10,"chr",2014,5.5
235,"Sporobolus_asper","KNZ",4,2,"con",2016,10.75
235,"Sporobolus_asper","KNZ",21,7,"int",2020,13
235,"Sporobolus_asper","HYS",18,6,"chr",2015,9.5
235,"Sporobolus_asper","KNZ",27,9,"con",2015,22.5
235,"Sporobolus_asper","HYS",2,1,"int",2012,3.25
235,"Sporobolus_asper","HYS",26,9,"con",2018,55
235,"Sporobolus_asper","KNZ",20,7,"chr",2021,8.75
235,"Sporobolus_asper","KNZ",1,1,"int",2016,2.75
235,"Sporobolus_asper","KNZ",11,4,"int",2014,3.5
235,"Sporobolus_asper","KNZ",29,10,"int",2019,10.25
235,"Sporobolus_asper","HYS",7,3,"con",2012,3.75
235,"Sporobolus_asper","HYS",26,9,"con",2017,55
235,"Sporobolus_asper","HYS",12,4,"chr",2013,6.5
235,"Sporobolus_asper","HYS",25,9,"int",2017,7
235,"Sporobolus_asper","HYS",26,9,"con",2014,27.5
235,"Sporobolus_asper","KNZ",8,3,"int",2019,4.5
235,"Sporobolus_asper","HYS",8,3,"chr",2012,7.75
235,"Sporobolus_asper","KNZ",8,3,"int",2017,2.75
235,"Sporobolus_asper","KNZ",14,5,"con",2014,5.25
235,"Sporobolus_asper","HYS",26,9,"con",2019,53.75
235,"Sporobolus_asper","HYS",5,2,"chr",2020,4
235,"Sporobolus_asper","KNZ",14,5,"con",2018,4.5
235,"Sporobolus_asper","HYS",2,1,"int",2016,1.5
235,"Sporobolus_asper","KNZ",21,7,"int",2014,2.25
235,"Sporobolus_asper","KNZ",28,10,"chr",2018,3
235,"Sporobolus_asper","KNZ",30,10,"con",2013,3.25
235,"Sporobolus_asper","KNZ",23,8,"con",2017,2.75
235,"Sporobolus_asper","KNZ",20,7,"chr",2016,12
235,"Sporobolus_asper","HYS",28,10,"chr",2019,7.5
235,"Sporobolus_asper","HYS",28,10,"chr",2017,11.5
235,"Sporobolus_asper","KNZ",4,2,"con",2015,10
235,"Sporobolus_asper","KNZ",1,1,"int",2015,7.5
235,"Sporobolus_asper","HYS",12,4,"chr",2021,8.75
235,"Sporobolus_asper","KNZ",25,9,"int",2020,13.75
235,"Sporobolus_asper","HYS",8,3,"chr",2015,5
235,"Sporobolus_asper","HYS",8,3,"chr",2014,11.25
235,"Sporobolus_asper","HYS",18,6,"chr",2017,0.5
235,"Sporobolus_asper","HYS",18,6,"chr",2016,6.25
235,"Sporobolus_asper","KNZ",8,3,"int",2021,12.25
235,"Sporobolus_asper","HYS",1,1,"chr",2014,7.75
235,"Sporobolus_asper","KNZ",30,10,"con",2021,3
235,"Sporobolus_asper","HYS",8,3,"chr",2013,19
235,"Sporobolus_asper","HYS",1,1,"chr",2020,19.75
235,"Sporobolus_asper","KNZ",11,4,"int",2013,0.5
235,"Sporobolus_asper","KNZ",22,8,"int",2016,18.5
235,"Sporobolus_asper","HYS",21,7,"chr",2018,6.25
235,"Sporobolus_asper","HYS",30,10,"int",2019,13.25
235,"Sporobolus_asper","HYS",9,3,"int",2021,7.5
235,"Sporobolus_asper","KNZ",13,5,"chr",2019,1
235,"Sporobolus_asper","HYS",5,2,"chr",2014,9
235,"Sporobolus_asper","KNZ",18,6,"int",2019,0.5
235,"Sporobolus_asper","HYS",7,3,"con",2013,15.25
235,"Sporobolus_asper","KNZ",2,1,"chr",2013,5.5
235,"Sporobolus_asper","KNZ",2,1,"chr",2021,4.75
235,"Sporobolus_asper","HYS",25,9,"int",2016,13.75
235,"Sporobolus_asper","KNZ",3,1,"con",2021,3
235,"Sporobolus_asper","HYS",23,8,"chr",2013,43
235,"Sporobolus_asper","HYS",10,4,"con",2012,6.75
235,"Sporobolus_asper","HYS",22,8,"con",2021,4.75
235,"Sporobolus_asper","HYS",24,8,"int",2018,1.25
235,"Sporobolus_asper","KNZ",20,7,"chr",2020,9.75
235,"Sporobolus_asper","HYS",7,3,"con",2021,3.25
235,"Sporobolus_asper","HYS",13,5,"chr",2018,18.25
235,"Sporobolus_asper","KNZ",20,7,"chr",2013,10
235,"Sporobolus_asper","HYS",7,3,"con",2015,7
235,"Sporobolus_asper","HYS",29,10,"con",2014,0.5
235,"Sporobolus_asper","KNZ",11,4,"int",2017,1
235,"Sporobolus_asper","KNZ",20,7,"chr",2014,6.25
235,"Sporobolus_asper","HYS",20,7,"con",2016,19
235,"Sporobolus_asper","HYS",8,3,"chr",2020,5
235,"Sporobolus_asper","KNZ",21,7,"int",2013,3
235,"Sporobolus_asper","HYS",11,4,"int",2019,7.5
235,"Sporobolus_asper","HYS",12,4,"chr",2019,9.25
235,"Sporobolus_asper","HYS",7,3,"con",2018,10.75
235,"Sporobolus_asper","KNZ",12,4,"con",2015,16.25
235,"Sporobolus_asper","KNZ",3,1,"con",2013,2.75
235,"Sporobolus_asper","KNZ",25,9,"int",2015,14.5
235,"Sporobolus_asper","KNZ",13,5,"chr",2015,0.5
235,"Sporobolus_asper","HYS",26,9,"con",2021,65
235,"Sporobolus_asper","KNZ",27,9,"con",2021,56.25
235,"Sporobolus_asper","HYS",17,6,"con",2020,14.25
235,"Sporobolus_asper","HYS",5,2,"chr",2015,10.25
235,"Sporobolus_asper","HYS",20,7,"con",2013,7.25
235,"Sporobolus_asper","HYS",10,4,"con",2016,10.75
235,"Sporobolus_asper","KNZ",1,1,"int",2014,15.25
235,"Sporobolus_asper","HYS",7,3,"con",2014,11.25
235,"Sporobolus_asper","HYS",22,8,"con",2020,6.75
235,"Sporobolus_asper","HYS",8,3,"chr",2017,13.75
235,"Sporobolus_asper","HYS",16,6,"int",2016,6.25
235,"Sporobolus_asper","KNZ",26,9,"chr",2021,5.25
235,"Sporobolus_asper","KNZ",24,8,"chr",2021,0.5
235,"Sporobolus_asper","KNZ",5,2,"int",2017,2.5
235,"Sporobolus_asper","KNZ",18,6,"int",2020,5.75
235,"Sporobolus_asper","KNZ",18,6,"int",2018,4.5
235,"Sporobolus_asper","KNZ",15,5,"int",2018,1
235,"Sporobolus_asper","KNZ",16,6,"con",2017,0.5
235,"Sporobolus_asper","HYS",6,2,"con",2013,94.5
235,"Sporobolus_asper","HYS",19,7,"int",2016,0.75
235,"Sporobolus_asper","HYS",28,10,"chr",2015,4
235,"Sporobolus_asper","HYS",5,2,"chr",2018,5.5
235,"Sporobolus_asper","HYS",7,3,"con",2017,8.5
235,"Sporobolus_asper","HYS",24,8,"int",2020,5.75
235,"Sporobolus_asper","HYS",30,10,"int",2021,31.25
235,"Sporobolus_asper","KNZ",24,8,"chr",2015,1.5
235,"Sporobolus_asper","KNZ",7,3,"chr",2016,1.25
235,"Sporobolus_asper","HYS",27,9,"chr",2016,3.25
235,"Sporobolus_asper","KNZ",25,9,"int",2014,23.75
